athlete_name,country,date,event,location,distance,wetsuit,condition,field_size,time,place,Split1,Split2,Split3,Split4,Split5,Split6,Split7,Split8,Split9,Split10,Split11,Split12,Split13,Split14,Split15,Split16,Split17,Split18,Split19,Split20,Split21,Split22,Split23,Split24,Split25,Split26,Split27,Split28,Split29,Split30
Ashley Twichell,USA,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3547.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aurelie Muller,FRA,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3550.5,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ana Marcela Cunha,BRA,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3551.4,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sharon Van Rouwendaal,NED,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3551.5,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haley Anderson,USA,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3566.2,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Giulia Gabbrielleschi,ITA,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3566.4,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Michelle Weber,RSA,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3567.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kiah Melverton,AUS,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3567.5,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kalliopi Araouzou,GRE,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3568.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kareena Lee,AUS,7/19/2017,FINA World Championships,"Budapest, HUN",5.0,NW,Neutral,58.0,3568.9,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
