date,rank,rating
10/03/2021,308,0.0003705131575706
10/04/2021,308,0.0003705437934489
10/05/2021,308,0.000370574492166
10/06/2021,308,0.0003706052535707
10/07/2021,308,0.0003706360776158
10/08/2021,308,0.0003706669643047
10/09/2021,312,0.0003661090481597
10/10/2021,312,0.0003661383582493
10/11/2021,312,0.0003661677265271
10/12/2021,312,0.0003661971531283
10/13/2021,312,0.0003662266381873
10/14/2021,312,0.0003662561818451
10/15/2021,312,0.000366285784251
10/16/2021,312,0.0003663154455637
10/17/2021,312,0.0003663451659512
10/18/2021,312,0.000366374945591
10/19/2021,312,0.0003664047846698
10/20/2021,312,0.0003664346833837
10/21/2021,312,0.0003664646419378
10/22/2021,312,0.0003664946605457
10/23/2021,312,0.0003665247394292
10/24/2021,312,0.0003665548788176
10/25/2021,312,0.0003665850789468
10/26/2021,312,0.0003666153400587
10/27/2021,312,0.0003666456623992
10/28/2021,312,0.0003666760462173
10/29/2021,312,0.0003667064917629
10/30/2021,312,0.0003667369992848
10/31/2021,312,0.0003667698299228
11/01/2021,312,0.0003668004691804
11/02/2021,312,0.0003668311711442
11/03/2021,312,0.0003668619360234
11/04/2021,312,0.0003668927640051
11/05/2021,312,0.0003669236552467
11/06/2021,312,0.0003669546098661
11/07/2021,312,0.0003669856279289
11/08/2021,312,0.0003670167094292
11/09/2021,312,0.0003670478542584
11/10/2021,312,0.0003670790621411
11/11/2021,311,0.0003691918609731
11/12/2021,311,0.0003692231163821
11/13/2021,311,0.0003692544333075
11/14/2021,311,0.0003692858117865
11/15/2021,311,0.0003693172518341
11/16/2021,311,0.0003693487534343
11/17/2021,311,0.0003693803165239
11/18/2021,311,0.00036941194096
11/19/2021,311,0.0003738399279059
11/20/2021,311,0.0003738718874865
11/21/2021,311,0.0003739039083398
11/22/2021,311,0.0003739359905654
11/23/2021,311,0.0003739681342666
11/24/2021,310,0.0003740003395504
11/25/2021,310,0.0003740326065276
11/26/2021,310,0.0003740649353128
11/27/2021,310,0.0003740973260246
11/28/2021,310,0.0003741297787852
11/29/2021,310,0.0003741622937207
11/30/2021,310,0.0003741948709612
12/01/2021,310,0.0003742275106402
12/02/2021,310,0.0003742602128953
12/03/2021,310,0.0003742929778673
12/04/2021,310,0.0003743258057008
12/05/2021,310,0.0003743586965435
12/06/2021,310,0.0003743916505465
12/07/2021,310,0.0003744246678634
12/08/2021,310,0.0003744577486509
12/09/2021,309,0.0003744908930678
12/10/2021,309,0.0003745241012749
12/11/2021,309,0.0003745573734346
12/12/2021,308,0.0003722663582367
12/13/2021,308,0.0003722994401201
12/14/2021,308,0.0003723325852722
12/15/2021,311,0.0003665692148718
12/16/2021,311,0.0003666014021925
12/17/2021,311,0.0003666336512583
12/18/2021,311,0.0003666659622495
12/19/2021,311,0.0003666983353325
12/20/2021,311,0.0003667307706635
12/21/2021,311,0.0003667632683884
12/22/2021,311,0.0003667958286418
12/23/2021,311,0.0003668284515453
12/24/2021,311,0.0003668611372059
12/25/2021,311,0.0003668938857134
12/26/2021,311,0.0003669266971379
12/27/2021,310,0.0003669595715268
12/28/2021,310,0.0003669925089014
12/29/2021,310,0.0003670255092529
12/30/2021,310,0.0003670585725383
12/31/2021,310,0.0003670916986753
01/01/2022,310,0.0003671248875371
01/02/2022,309,0.0003671581389458
01/03/2022,309,0.0003671914526664
01/04/2022,308,0.0003672248283983
01/05/2022,308,0.0003672582657674
01/06/2022,308,0.0003672917643163
01/07/2022,308,0.0003673253234939
01/08/2022,308,0.0003673589426438
01/09/2022,308,0.0003673926209914
01/10/2022,308,0.0003674263576298
01/11/2022,308,0.0003674601515042
01/12/2022,308,0.0003674940013959
01/13/2022,308,0.0003675279059045
01/14/2022,308,0.0003683015980373
01/15/2022,308,0.0003683356740285
01/16/2022,308,0.0003683697992693
01/17/2022,308,0.0003684039714061
01/18/2022,308,0.0003684381878033
01/19/2022,308,0.0003684724455311
01/20/2022,308,0.0003685067413641
01/21/2022,308,0.000368541071797
01/22/2022,308,0.0003685754330983
01/23/2022,307,0.0003686098214354
01/24/2022,307,0.0003686442331885
01/25/2022,295,0.0003906127856181
01/26/2022,295,0.0003906491184744
01/27/2022,295,0.0003906854683259
01/28/2022,295,0.0003907218295492
01/29/2022,295,0.0003907581966907
01/30/2022,295,0.0003907945652564
01/31/2022,295,0.0003908309331569
02/01/2022,295,0.0003908673027929
02/02/2022,295,0.0003909036817755
02/03/2022,295,0.0003924977932502
02/04/2022,295,0.0003925340911415
02/05/2022,295,0.0003925703445922
02/06/2022,295,0.0003926065431491
02/07/2022,295,0.0003926426757198
02/08/2022,294,0.0003926787305922
02/09/2022,294,0.000392714695467
02/10/2022,292,0.0004019863540978
02/11/2022,292,0.0004020225004221
02/12/2022,292,0.0004020585140553
02/13/2022,292,0.0004020943809121
02/14/2022,292,0.0004021300869778
02/15/2022,292,0.0004021656185837
02/16/2022,292,0.0004022009627625
02/17/2022,292,0.0004022361077085
02/18/2022,292,0.0004022710433835
02/19/2022,292,0.0004023057623289
02/20/2022,292,0.0004023402608045
02/21/2022,292,0.0004023745404874
02/22/2022,292,0.0004024086113047
02/23/2022,292,0.000402442497273
02/24/2022,291,0.0004086960583821
02/25/2022,291,0.0004087301921097
02/26/2022,291,0.0004087642868944
02/27/2022,291,0.0004087983398317
02/28/2022,291,0.0004088323478928
03/01/2022,291,0.0004088663079168
03/02/2022,291,0.0004089002166029
03/03/2022,291,0.0004089340705018
03/04/2022,290,0.0004089678660072
03/05/2022,290,0.0004090015993465
03/06/2022,290,0.0004090352665722
03/07/2022,290,0.0004090688635529
03/08/2022,290,0.0004091023859643
03/09/2022,290,0.0004091358292827
03/10/2022,290,0.0004091691887785
03/11/2022,290,0.0004092024595142
03/12/2022,290,0.0004092356363454
03/13/2022,290,0.0004092687139282
03/14/2022,290,0.0004093016867347
03/15/2022,290,0.0004093345490766
03/16/2022,290,0.0004093672951369
03/17/2022,290,0.0004093999190024
03/18/2022,290,0.0004094324146806
03/19/2022,290,0.000409464776056
03/20/2022,290,0.0004094969966887
03/21/2022,290,0.0004095290691833
03/22/2022,289,0.0004095609825762
03/23/2022,318,0.000375927422679
03/24/2022,315,0.0003776045012251
03/25/2022,315,0.0003776329682657
03/26/2022,315,0.0003776612410364
03/27/2022,315,0.0003776893089238
03/28/2022,315,0.0003777171608209
03/29/2022,315,0.0003777447851214
03/30/2022,315,0.0003777721697162
03/31/2022,315,0.000377799301997
04/01/2022,315,0.0003778261688825
04/02/2022,315,0.000377852756904
04/03/2022,315,0.0003778790524424
04/04/2022,315,0.000377905042309
04/05/2022,315,0.0003779307150751
04/06/2022,315,0.000377956064093
04/07/2022,312,0.000380329817282
04/08/2022,312,0.0003803547218914
04/09/2022,312,0.0003803793554764
04/10/2022,312,0.0003804037503319
04/11/2022,312,0.0003804279557837
04/12/2022,312,0.0003804520435324
04/13/2022,312,0.0003804761142314
04/14/2022,311,0.0003805003052527
04/15/2022,311,0.0003805247991808
04/16/2022,311,0.0003805498316661
04/17/2022,311,0.0003805756952736
04/18/2022,311,0.0003806027314874
04/19/2022,311,0.0003806312917376
04/20/2022,311,0.0003806616107862
04/21/2022,308,0.0003874203931586
04/22/2022,308,0.0003874495889165
04/23/2022,308,0.0003874787563508
04/24/2022,308,0.0003875078948519
04/25/2022,308,0.0003875370038136
04/26/2022,308,0.0003875660826336
04/27/2022,308,0.0003875951307134
04/28/2022,308,0.0003876241474589
04/29/2022,308,0.0003876531322803
04/30/2022,307,0.0003876820845925
05/01/2022,307,0.0003877110038152
05/02/2022,307,0.0003877398893731
05/03/2022,306,0.000387768740696
05/04/2022,306,0.0003877975572191
05/05/2022,306,0.0003878263383829
05/06/2022,300,0.0003979831580352
05/07/2022,300,0.0003980127072864
05/08/2022,300,0.0003980422193386
05/09/2022,300,0.0003980716936355
05/10/2022,300,0.0003981011296239
05/11/2022,300,0.0003981305267524
05/12/2022,300,0.0003981598844695
05/13/2022,326,0.0003722019191612
05/14/2022,326,0.0003722286905748
05/15/2022,326,0.0003722554220743
05/16/2022,326,0.0003722821131722
05/17/2022,325,0.0003723087633622
05/18/2022,325,0.00037233537213
05/19/2022,325,0.0003723619389564
05/20/2022,333,0.0003642205091522
05/21/2022,333,0.000364245641921
05/22/2022,333,0.0003642707251469
05/23/2022,333,0.0003642957583721
05/24/2022,333,0.0003643207411202
05/25/2022,332,0.0003643456729064
05/26/2022,332,0.0003643705532409
05/27/2022,332,0.0003643953816312
05/28/2022,336,0.0003620274791203
05/29/2022,336,0.000362051900386
05/30/2022,336,0.000362076269505
05/31/2022,336,0.0003621005859926
06/01/2022,335,0.0003621248493635
06/02/2022,335,0.0003621490591325
06/03/2022,335,0.0003621732148148
06/04/2022,335,0.0003621973159264
06/05/2022,334,0.0003622213619844
06/06/2022,334,0.0003622453525073
06/07/2022,333,0.0003622692870152
06/08/2022,333,0.00036229316503
06/09/2022,333,0.0003623169860757
06/10/2022,333,0.0003623407496786
06/11/2022,333,0.0003623644553676
06/12/2022,333,0.0003623881026744
06/13/2022,333,0.0003624116911339
06/14/2022,333,0.0003624352202845
06/15/2022,333,0.0003624586896683
06/16/2022,333,0.0003624820988315
06/17/2022,333,0.000362505447325
06/18/2022,333,0.0003625287347047
06/19/2022,333,0.0003625519605318
06/20/2022,332,0.0003625751243739
06/21/2022,331,0.000362598225805
06/22/2022,331,0.0003626212644068
06/23/2022,331,0.0003626442397692
06/24/2022,331,0.0003626671514912
06/25/2022,331,0.0003626899991826
06/26/2022,331,0.0003627127824645
06/27/2022,344,0.0003485947394984
06/28/2022,344,0.000348609399516
06/29/2022,352,0.0003430362054748
06/30/2022,353,0.0003423633091965
07/01/2022,353,0.0003423771766893
07/02/2022,353,0.0003423909747722
07/03/2022,353,0.0003424047034028
07/04/2022,353,0.0003424183625895
07/05/2022,353,0.0003424319524258
07/06/2022,350,0.000347010336788
07/07/2022,350,0.000347023993569
07/08/2022,349,0.0003470375806876
07/09/2022,353,0.0003421937560028
07/10/2022,353,0.0003422067527973
07/11/2022,353,0.0003422196798841
07/12/2022,353,0.0003422325370985
07/13/2022,353,0.0003422453242727
07/14/2022,352,0.0003422580412387
07/15/2022,352,0.0003422706878288
07/16/2022,352,0.0003422832638761
07/17/2022,355,0.000338458355919
07/18/2022,355,0.0003384706157239
07/19/2022,355,0.0003384828052021
07/20/2022,355,0.0003384949241942
07/21/2022,355,0.000338506972542
07/22/2022,355,0.0003385189500883
07/23/2022,355,0.0003385308566769
07/24/2022,355,0.0003385426921529
07/25/2022,355,0.0003385544563621
07/26/2022,355,0.0003385661491512
07/27/2022,355,0.0003385777703677
07/28/2022,355,0.0003385893198599
07/29/2022,355,0.0003386007974765
07/30/2022,355,0.000337985732889
07/31/2022,353,0.0003379970450228
08/01/2022,353,0.0003380082849473
08/02/2022,353,0.0003380194525129
08/03/2022,353,0.0003380305475699
08/04/2022,353,0.0003380415699686
08/05/2022,353,0.000338052519559
08/06/2022,353,0.0003380633961907
08/07/2022,353,0.0003380741997125
08/08/2022,353,0.0003380849299727
08/09/2022,353,0.0003380955868187
08/10/2022,353,0.0003381061700966
08/11/2022,353,0.0003381166796516
08/12/2022,353,0.0003381271153274
08/13/2022,353,0.0003381374769662
08/14/2022,353,0.0003381477644085
08/15/2022,353,0.000338157977493
08/16/2022,353,0.0003381681160566
08/17/2022,353,0.0003381781799339
08/18/2022,353,0.0003381881689576
08/19/2022,353,0.0003381980829578
08/20/2022,352,0.0003380040902981
08/21/2022,353,0.0003377590578212
08/22/2022,352,0.0003377693898333
08/23/2022,352,0.0003377796493448
08/24/2022,352,0.0003377898361368
08/25/2022,352,0.0003377999499868
08/26/2022,357,0.0003328332765616
08/27/2022,357,0.0003315872033021
08/28/2022,357,0.0003315970180676
08/29/2022,356,0.0003316067608642
08/30/2022,356,0.0003316164314603
08/31/2022,356,0.0003316260296247
09/01/2022,356,0.0003316355551272
09/02/2022,356,0.0003316450077405
09/03/2022,356,0.0003316543872416
09/04/2022,356,0.0003316636934139
09/05/2022,356,0.0003316729260489
09/06/2022,356,0.00033168208495
09/07/2022,356,0.0003316911699346
09/08/2022,356,0.0003317001808393
09/09/2022,356,0.0003317091175238
09/10/2022,356,0.000331717979877
09/11/2022,356,0.0003317267678235
09/12/2022,356,0.000331735481332
09/13/2022,356,0.0003317441204239
09/14/2022,355,0.0003317526851841
09/15/2022,355,0.000331761175773
09/16/2022,355,0.0003317695924385
09/17/2022,355,0.0003317779355283
09/18/2022,355,0.0003317862054991
09/19/2022,354,0.0003317944029181
09/20/2022,354,0.0003318025284477
09/21/2022,354,0.0003318105827961
09/22/2022,354,0.0003318185665991
09/23/2022,354,0.0003318264801688
09/24/2022,356,0.0003300020919131
09/25/2022,356,0.0003300098206407
09/26/2022,356,0.0003300174706273
09/27/2022,356,0.0003300250287219
09/28/2022,356,0.0003300324691693
09/29/2022,356,0.0003300397492338
09/30/2022,355,0.0003312501967183
10/01/2022,355,0.0003312572263505
10/02/2022,355,0.0003312641643804
10/03/2022,355,0.0003312710102061
10/04/2022,355,0.0003312777632664
10/05/2022,355,0.0003312844230543
10/06/2022,355,0.0003331072867515
10/07/2022,355,0.0003331137965633
10/08/2022,355,0.0003331202116247
10/09/2022,355,0.0003331265318927
10/10/2022,355,0.0003331327575647
10/11/2022,355,0.0003331388892005
10/12/2022,355,0.0003331449279882
10/13/2022,353,0.0003362230812913
10/14/2022,353,0.000336229006702
10/15/2022,353,0.0003362348443556
10/16/2022,353,0.0003362405932029
10/17/2022,353,0.0003362462521133
10/18/2022,352,0.0003362518198682
10/19/2022,352,0.0003362572951534
10/20/2022,352,0.0003362626765523
10/21/2022,352,0.0003362679625372
10/22/2022,352,0.000336273151461
10/23/2022,352,0.000336278241548
10/24/2022,352,0.0003362832308843
10/25/2022,352,0.0003362881174074
10/26/2022,352,0.0003362928988959
10/27/2022,352,0.000336297572958
10/28/2022,352,0.0003363021370199
10/29/2022,352,0.0003363065883143
10/30/2022,352,0.0003363109238676
10/31/2022,352,0.0003363151404882
11/01/2022,352,0.0003363192347538
