name,pagerank,rank
Gregorio Paltrinieri,0.08638256032786014,1
Domenico Acerenza,0.06439064641244632,2
Kristof Rasovszky,0.06202004402518317,3
Marc-Antoine Olivier,0.05088171774382891,4
Florian Wellbrock,0.04743509374204712,5
Marcello Guidi,0.021002260773299274,6
Mario Sanzullo,0.01988520606600732,7
Dario Verani,0.019850986584736798,8
Matan Roditi,0.019260345390423466,9
Logan Fontaine,0.019227223178000435,10
Axel Reymond,0.01844823231508045,11
David Betlehem,0.018337488854041073,12
Andrea Manzi,0.01813924418689964,13
Hector Thomas Cheal Pardoe,0.015549484102246233,14
Oliver Klemet,0.014416737649793655,15
Matteo Furlan,0.013719610934400375,16
Sacha Velly,0.01364727755889907,17
Athanasios Kynigakis,0.011789496515737304,18
Pasquale Sanzullo,0.011144155315495362,19
Ferry Weertman,0.010660366447406425,20
Niklas Frach,0.010353004052585506,21
Nicholas Sloman,0.010175612765729728,22
Marcel Schouten,0.009298375841254815,23
Mykhailo Romanchuk,0.008909121464559216,24
Kirill Abrosimov,0.008575365642079304,25
Tobias Patrick Robinson,0.008178708825223053,26
Logan Vanhuys,0.00807757369615265,27
Jules Wallart,0.007813171343705835,28
Alberto Martinez,0.0074836218720861145,29
Fares Zitouni,0.006297871315185195,30
Rob Muffels,0.005881178613321101,31
Tiago Campos,0.005603537623783674,32
Daniel Szekelyi,0.005582247985479147,33
Hau-Li Fan,0.005081353715969949,34
Bailey Armstrong,0.00477172688659129,35
Matej Kozubek,0.0047696984412554325,36
Simone Ruffini,0.004764355779995652,37
Jan Hercog,0.0046493161857638085,38
Esteban Enderica Salgado,0.00457981389326164,39
Kai Graeme Edwards,0.004457307021842536,40
Taishin Minamide,0.004454610077293231,41
Lars Bottelier,0.004194281019907996,42
Peter Galicz,0.004174792184154377,43
Guillem Pujol,0.0035641610705085206,44
Brennan Gravley,0.0033789745158759733,45
David Farinango,0.003374786599906651,46
Enzo Roldan Munoz,0.0031008375747458693,47
Evgenij Pop Acev,0.0030477673350807915,48
Zalan Sarkany,0.002953997201137249,49
Franco Ivo Cassini,0.002851124577842993,50
Michael Mcglynn,0.00267424826394636,51
Elliot Sodemann,0.0024419301242796384,52
Linus Schwedler,0.002407371050122259,53
Andreas Waschburger,0.0023297847585333807,54
Kyle Lee,0.0022557661552590753,55
Joaquin Moreno,0.0021736300448062995,56
David Huszti,0.0021599564274024908,57
Pepijn Smits,0.002137652296769211,58
Daniel Delgadillo,0.00213195156329216,59
Dylan Gravley,0.0020613919575732473,60
Vitaliy Khudyakov,0.002025109562565045,61
Martin Straka,0.002016374065224103,62
Allan Do Carmo,0.0019315601344617888,63
Jean-Baptiste Clusman,0.0018529761899555401,64
Leo Ouabdesselam,0.0018382953430616934,65
Joey Tepper,0.0017877692587806536,66
Fabio Dalu,0.0017447965180281745,67
Jack Burnell,0.001735857865623324,68
Jordan Wilimovsky,0.00172010233408675,69
Adam Pinter,0.0016684383080059473,70
Evgenii Drattcev,0.0016659813520598604,71
Alessio Occhipinti,0.001655885253139382,72
Ben Langner,0.0016019516851833962,73
Diogo Cardoso,0.001598190593591761,74
Davide Marchello,0.001594060653343176,75
Diogo Villarinho,0.001566104041395452,76
Ous Mellouli,0.0015552864221998436,77
Vit Ingeduld,0.0015550895943815752,78
Pol Gil,0.0015331882017968392,79
Ido Gal,0.0015043601867339531,80
Matthieu Magne,0.0014977438794851943,81
Ondrej Zach,0.001493888321467017,82
Akos Kalmar,0.0014918248725045529,83
Francesco Ghettini,0.001452974060757916,84
Tamas Farkas,0.0014208254583039915,85
Yuval Safra,0.0014034722565587647,86
Guillermo Vittorio Bertola,0.0014027450616787675,87
Alexis Vandevelde,0.0013636161576074106,88
Hayden Paul Cotter,0.0013586949065042106,89
Krzysztof Chmielewski,0.001338136286540038,90
Michael Brinegar,0.0013241592736410453,91
Krzysztof Pielowski,0.001289134912157381,92
Christian Schreiber,0.0012677844918035802,93
Andrea Filadelli,0.0012544366961455876,94
Clement Batte,0.001251886798989149,95
Edoardo Stochino,0.0012026973596845688,96
Cheng-Chi Cho,0.0012023280236775245,97
Aaron Elias Schmidt,0.001139617456935116,98
William Yan Thorley,0.0011328841639005529,99
Alexandre Verplaetse,0.0010867531307111422,100
Matias Diaz Hernandez,0.0010825680668646986,101
Giuseppe Ilario,0.0010717115016731166,102
Rafael Gil,0.0010384428744699824,103
Bruce Hanson Almeida,0.000996152882233056,104
Denis Adeev,0.0009862500586831644,105
Taylor Abbott,0.0009843820392140571,106
Michael Smirnov,0.0009807979520703495,107
Seres Hunor Kovacs,0.0009804760896242896,108
Takeshi Toyoda,0.0009692254557229375,109
Sander Crooijmans,0.0009637436110406326,110
Mathieu Mathy Ben Rahou,0.0009589095871865212,111
Phillip Seidler,0.0009525953476430065,112
Clement Kukla,0.0009467140358107072,113
Kirill Belyaev,0.0009371048827593366,114
Vincenzo Caso,0.0009259509852417604,115
Federico Salghetti-Drioli,0.0009178071053984661,116
Sebastien Dureux,0.0009019033155512662,117
Simon Lamar,0.0008602392227987064,118
Taiki Nonaka,0.0008597512926287324,119
David Brandl,0.0008561911472080386,120
Asterios Daldogiannis,0.0008438934048380997,121
Ruwen Straub,0.0008417780627857703,122
Omri Abdelshafi,0.000838288755867903,123
Nathan Hughes,0.0008257317659833728,124
Mark Kovacsics,0.0008227231996632623,125
Vincent Crooijmans,0.0008072480937135486,126
Ivan Giovannoni,0.0007960009312788885,127
Ruslan Sadykov,0.0007916064083204771,128
Nicolas Masse-Savard,0.0007885311293107764,129
Emir Batur Albayrak,0.0007880283880426534,130
Ziyang Zhang,0.0007871472148605221,131
Igor Chervynskiy,0.0007868925256796729,132
Tomas Peciar,0.0007859859842175964,133
David Castro,0.0007708479270106608,134
Victor Hugo Ribeiro Colonese,0.0007670508097270437,135
Bogdan Petre,0.0007637650308620915,136
David Aubry,0.0007620295531902262,137
Ruan Breytenbach,0.0007478709299294454,138
Raul Santiago Betancor,0.0007367610794718386,139
Noam Offek,0.0007342675028745823,140
Matheus Emerim Evangelista,0.0007205559003860151,141
Lev Cherepanov,0.0007120989640417389,142
Ziv Cohen,0.0007104611293376853,143
Pasquale Giordano,0.0007072839206554784,144
Ferran Julia Tous,0.0007048609505951237,145
Artem Mamushkin,0.0007036186800482458,146
Fernando Ponte,0.0006933322907473516,147
Hugo Saillard,0.0006874481632675825,148
Soeren Meissner,0.0006873792730681004,149
Damian Blaum,0.0006866819104966077,150
Jon Thomas Mckay,0.0006855546107883579,151
Eden Floresfertin,0.0006758463473896335,152
Netaniel Pushka,0.0006718294591856092,153
Planella Roger Coma,0.0006696136556555791,154
Raben Severin Dommann,0.0006690403126662738,155
Ben Grinboim,0.0006547608260854341,156
Soren Dellef Meissner,0.0006501725592156339,157
Burhanettin Hacisagir,0.0006345753902760281,158
David Farinango Berru,0.0006326191664582717,159
Anton Evsikov,0.0006248388352277488,160
Alexander Grätz,0.000623894827888765,161
Connor Buck,0.0006192958582291355,162
Angel De Oña Ramirez,0.0006178425152247328,163
Eric Hedlin,0.0006170745995275027,164
Malek Louissi,0.0006149561209295056,165
Junbohang Zhao,0.0006137777446133229,166
Ilay Ben-Peretz,0.0006027074258659728,167
Shahar Resman,0.0006020986344519477,168
Juan Manuel Morales,0.0005986643105935327,169
Or Harel,0.0005918741921355345,170
Alexandre Finco,0.0005887042467125111,171
Dimitrios Markos,0.0005879047858867305,172
Naim Mokhfi,0.0005834146994211525,173
Samuel Matte,0.0005806430922942118,174
Eric Georges Brown,0.0005793551093515531,175
Arshak Hambardzumyan,0.0005767309583502988,176
Aleksandr Stepanov,0.0005758097537295747,177
Gergely Gyurta,0.0005714081048073412,178
Gaspard Tramier,0.0005696799031512365,179
Diego Vera,0.0005696392224450305,180
Reilly Kennedy,0.0005643723412633232,181
Shon Tokrov,0.0005628396184461394,182
Yonatan Ahdut,0.0005604614174928746,183
Johndry Segovia,0.0005598372642514212,184
David Heron,0.0005563320294518347,185
Federico Vanelli,0.0005551858441878686,186
Jon Mckay,0.000553917413197806,187
Christian Keber,0.0005526955497588115,188
Damien Joly,0.0005445077336386618,189
Jonathan Bruno Rozenblat,0.0005407987540597503,190
Nicholas Rollo,0.0005385744824880387,191
Chin Ting Keith Sin,0.0005365191202743218,192
Andrea Bianchi,0.000534104607758112,193
Yotam Warshavsky,0.0005282971144428629,194
Rui Meng,0.0005280616379298054,195
Filippo Rinaldi,0.0005276216142415214,196
Andrade Villarinho,0.0005157718438542876,197
Vladislav Utrobin,0.0005149204099798991,198
Jack Wilson,0.0005147221358337836,199
